,ID,Heading Text,Heading Title,Frequency,Person/Job/Org/None
3375,1318,Assist in the strategy and development of business intelligence platforms (Tableau) for data visualization and insight generation for use in campaign monitoring and optimization.,your impact,13,Job
3376,1335,Assist in the strategy and development of business intelligence platforms (Tableau) for data visualization and insight generation for use in campaign monitoring and optimization.,your impact,13,Job
3377,1344,Analyze and interpret data relative to:,your impact,13,Job
3378,1652,"Are you looking to apply your analytical and creative skills to deliver positive and frictionless digital customer experiences? We are looking for a product manager to join the growing Financial Wellness product team. The ideal candidate is resourceful and detail-oriented with prior experience as a product manager on an agile team, collaborating closely with designers and developers to bring digital customer products to market.",your impact,13,Job
3379,91,"Excellent communication, presentation and report writing skills",excellent time management skills,3,Person
3380,1647,,excellent time management skills,3,Person
3381,1689,Proactive; eager to take on new responsibilities.,excellent time management skills,3,Person
3382,91,"We believe there always is a better way to grow. We positively provoke growth for our clients by reshaping consumer decision-making and experiences through media, content and technology. The Wavemaker way is globally consistent. Fueled by the world’s most powerful consumer data, we understand where and how marketing can intervene decisively to help brands win more sales.",about wavemaker,5,Org
3383,1217,"We believe there always is a better way to grow. We positively provoke growth for our clients by reshaping consumer decision-making and experiences through media, content and technology. The Wavemaker way is globally consistent. Fueled by the world’s most powerful consumer data, we understand where and how marketing can intervene decisively to help brands win more sales.",about wavemaker,5,Org
3384,1249,"We believe there always is a better way to grow. We positively provoke growth for our clients by reshaping consumer decision-making and experiences through media, content and technology. The Wavemaker way is globally consistent. Fueled by the world’s most powerful consumer data, we understand where and how marketing can intervene decisively to help brands win more sales.",about wavemaker,5,Org
3385,1318,"We believe there always is a better way to grow. We positively provoke growth for our clients by reshaping consumer decision-making and experiences through media, content and technology. The Wavemaker way is globally consistent. Fueled by the world’s most powerful consumer data, we understand where and how marketing can intervene decisively to help brands win more sales.",about wavemaker,5,Org
3386,1335,"We believe there always is a better way to grow. We positively provoke growth for our clients by reshaping consumer decision-making and experiences through media, content and technology. The Wavemaker way is globally consistent. Fueled by the world’s most powerful consumer data, we understand where and how marketing can intervene decisively to help brands win more sales.",about wavemaker,5,Org
3387,93,"Our Backend is written with Python using Flask and PostgreSQLOur Frontend is written with Typescript using React and React NativeWe have the mindset ""you built it, you run it""We ship code to production (AWS) several times per day using Gitlab CI/CD",how we work,1,
3388,93,,desired but not required,1,
3389,93,AWS,experience in data visualization,1,
3390,93,"The opportunity to be a part of the exciting early stages of a well-funded, Silicon Valley based startup that has massive growth and venture potential",what we can offer you,3,Org
3391,188,"Extensive benefits, a competitive salary and participation in the shared values and purpose that make Hewlett Packard Enterprise one of the world´s most attractive employers! At HPE, our goal is to provide equal opportunities, flexible work-life balance, and constantly evolving career growth. If you are looking for challenges in an exciting, supportive and international work environment, then we definitely want to hear from you. Continue the conversation by clicking apply now below, or directly via our Careers Portal at www.hpe.com/careers.",what we can offer you,3,Org
3392,827,"Extensive benefits, a competitive salary and participation in the shared values and purpose that make Hewlett Packard Enterprise one of the world´s most attractive employers! At HPE, our goal is to provide equal opportunities, flexible work-life balance, and constantly evolving career growth.",what we can offer you,3,Org
3393,989,The opportunity to work for one of the world’s top leading travel tech companies; a company that originated in technology innovation and sees the world with a technology-first perspective,what we can offer you,3,Org
3394,99,"We designed our internship program to be a game-changing first step in kicking off your career journey. During your internship, you will be a part of an intern cohort working at one of our corporate office locations. Our talent team will place you in a department based on your interviews, interests, and skill set. Throughout the program, you will attend business critical meetings, lead projects, gain experience working with cross-functional teams, attend professional trainings, and have the chance to brainstorm with our leadership team.",your experience,1,
3395,101,,experience with sql,4,Person
3396,1157,,experience with sql,4,Person
3397,1362,"Experience with data visualization using Tableau, Quicksight, or similar tools",experience with sql,4,Person
3398,1377,"Experience with data visualization using Tableau, Quicksight, or similar tools",experience with sql,4,Person
3399,101,Familiarity with reproducible and transparent research methods and tools,experience with python,5,Person
3400,586,,experience with python,5,Person
3401,704,,experience with python,5,Person
3402,712,,experience with python,5,Person
3403,728,,experience with python,5,Person
3404,904,,experience with python,5,Person
3405,104,Experience in a Deep Learning framework such as Tensorflow or Pytorch,here are our requirements,1,
3406,105,"The Game Engine team is missioned to build world-class elastic game engine technology that powers engaging experiences. We build the core technology that powers our 3D worlds including rendering, simulation, networking and systems. As a Data Scientist, you will partner with product managers and engineers in our efforts to continually improve the quality and performance of our game engine and the user generated content that runs on top of it. You will define KPI's and measure the impact of key features and improvements, while discovering areas of opportunity through dashboards, analysis and A/B experiments.",why game engine,1,
3407,107,Experience with data visualization and software such as Tableau and Power BI.,experience in r and stata,1,
3408,107,General:,additional skillsqualifications desired,1,
3409,107,Explain technical issues to senior management in a nontechnical manner.,resolve complex technical issues,1,
3410,108,"Build our Talent Analytics function from the ground up: Develop talent analytics roadmap and infrastructure from ground up. We are currently using an off the shelf product, powered by Tableau.",what youll accomplish,3,Job
3411,404,"Build our Talent Analytics function from the ground up: Develop talent analytics roadmap and infrastructure from ground up. We are currently using an off the shelf product, powered by Tableau.",what youll accomplish,3,Job
3412,412,Fill a critical role to demonstrate the impact of Hinge Health’s solution to improve the health of enrolled participants,what youll accomplish,3,Job
3413,108,"Trust: Your Manager, Teammates, and Hiring managers can trust you with anything. This means the following: (i) You work autonomously without much hand-holding (ii) You follow up on your actionables in a timely manner (iii) No one is perfect and hence you are accountable and take ownership for the mistakes you make",what shapes our company,3,Org
3414,404,"Trust: Your Manager, Teammates, and Hiring managers can trust you with anything. This means the following: (i) You work autonomously without much hand-holding (ii) You follow up on your actionables in a timely manner (iii) No one is perfect and hence you are accountable and take ownership for the mistakes you make",what shapes our company,3,Org
3415,412,Trust: True owner’s mentality. Always keeping an eye on how we can get better as a team and company.,what shapes our company,3,Org
3416,108,Competitive compensation with meaningful stock options,what youll love about us,2,Org
3417,404,Competitive compensation with meaningful stock options,what youll love about us,2,Org
3418,108,"Opportunity to join a fantastically talented, diverse, and passionate team at a pivotal time in the company’s lifecycle",work from home policy,3,None
3419,404,"Opportunity to join a fantastically talented, diverse, and passionate team at a pivotal time in the company’s lifecycle",work from home policy,3,None
3420,412,"Opportunity to join a fantastically talented, diverse, and passionate team at a pivotal time in the company’s lifecycle",work from home policy,3,None
3421,109,"Demonstrate our core cultural values: clear communication, positive energy, continuous learning, and efficient execution.",5+ years relevant experience,2,Person
3422,1082,"Demonstrate our core cultural values: clear communication, positive energy, continuous learning, and efficient execution.",5+ years relevant experience,2,Person
3423,109,"Health, Dental, and Vision insurance covered at 100% for employees and 80% for dependents",benefits at coinbase,3,None
3424,477,"Health, Dental, and Vision insurance covered at 100% for employees and 80% for dependents",benefits at coinbase,3,None
3425,1082,"Health, Dental, and Vision insurance covered at 100% for employees and 80% for dependents",benefits at coinbase,3,None
3426,109,Learning and Development stipend,fertility counseling and benefits,3,None
3427,477,Learning and Development stipend,fertility counseling and benefits,3,None
3428,1082,Learning and Development stipend,fertility counseling and benefits,3,None
3429,110,,basic qualifications and background,1,
3430,110,"Anticipate and solve strategic technical problems by applying leading-edge theories and techniques to investigate problems, detect patterns and recommend solutions.",5+ years of experience,1,
3431,110,Commitment to supporting the health and safety of employees and properties,security responsibilities,1,
3432,112,"Ph.D. (or equivalent experience) in Physics, Astronomy, or closely related disciplines.",what is required,2,Person
3433,343,"Undergraduate degree in Computational Science, Data Science, Computer Science, Applied Mathematics, Physical Sciences or related science domain areas.",what is required,2,Person
3434,112,Knowledge of astronomical data processing methods.,strong python programming skills,1,
3435,112,,what we prefer,2,Person
3436,1659,"Advanced degree in Computer Science, Statistics, Math, Engineering or other quantitative field",what we prefer,2,Person
3437,112,Experience preparing data releases and/or software releases for a scientific community beyond immediate collaborators.,experience with spectroscopy,1,
3438,112,programming algorithms for astronomical data processing,experience with the following,1,
3439,112,"For full consideration, please apply by December 15, 2020.",continuous integration  testing frameworks,1,
3440,112,The following requested application materials listed below must be submitted through Academic Jobs Online:,httpsacademicjobsonlineorgajojobs17104,1,
3441,112,This position may be subject to a background check. Any convictions will be evaluated to determine if they directly relate to the responsibilities and requirements of the position. Having a conviction history will not automatically disqualify an applicant from being considered for employment.,salary is commensurate with experience,1,
3442,112,"Berkeley Lab (LBNL) addresses the world’s most urgent scientific challenges by advancing sustainable energy, protecting human health, creating new materials, and revealing the origin and fate of the universe. Founded in 1931, Berkeley Lab’s scientific expertise has been recognized with 13 Nobel prizes. The University of California manages Berkeley Lab for the U.S. Department of Energy’s Office of Science.",learn about us,1,
3443,114,"MOLOCO is a machine learning company that empowers mobile businesses to unleash the power of their data for fast, sustainable growth through the programmatic advertising ecosystem. Founded in 2013, the company offers a complete suite of programmatic advertising solutions to help mobile companies optimize the performance of their acquisition, retention and monetization campaigns. MOLOCO offers a top-rated real-time bidding platform that provides scale across more than 4 billion devices. Through highly sophisticated products like MOLOCO Cloud and MOLOCO Engine, consumers are able to easily utilize the benefits of their own data while leveraging the power of MOLOCO's proprietary machine learning technology. MOLOCO is headquartered in Silicon Valley, with offices in San Francisco, Seattle, London, Jakarta, Seoul, Singapore and Tokyo. For more information, visit www.molocoads.com",about moloco,4,Org
3444,159,"MOLOCO is a machine learning company that empowers mobile businesses to unleash the power of their data for fast, sustainable growth through the programmatic advertising ecosystem. Founded in 2013, the company offers a complete suite of programmatic advertising solutions to help mobile companies optimize the performance of their acquisition, retention and monetization campaigns. MOLOCO offers a top-rated real-time bidding platform that provides scale across more than 4 billion devices. Through highly sophisticated products like MOLOCO Cloud and MOLOCO Engine, consumers are able to easily utilize the benefits of their own data while leveraging the power of MOLOCO's proprietary machine learning technology. MOLOCO is headquartered in Silicon Valley, with offices in San Francisco, Seattle, London, Jakarta, Seoul, Singapore and Tokyo. For more information, visit www.molocoads.com",about moloco,4,Org
3445,211,"MOLOCO is a machine learning company that empowers mobile businesses to unleash the power of their data for fast, sustainable growth through the programmatic advertising ecosystem. Founded in 2013, the company offers a complete suite of programmatic advertising solutions to help mobile companies optimize the performance of their acquisition, retention and monetization campaigns. MOLOCO offers a top-rated real-time bidding platform that provides scale across more than 4 billion devices. Through highly sophisticated products like MOLOCO Cloud and MOLOCO Engine, consumers are able to easily utilize the benefits of their own data while leveraging the power of MOLOCO's proprietary machine learning technology. MOLOCO is headquartered in Silicon Valley, with offices in San Francisco, Seattle, London, Jakarta, Seoul, Singapore and Tokyo. For more information, visit www.molocoads.com",about moloco,4,Org
3446,413,"MOLOCO is a machine learning company that empowers mobile businesses to unleash the power of their data for fast, sustainable growth through the programmatic advertising ecosystem. Founded in 2013, the company offers a complete suite of programmatic advertising solutions to help mobile companies optimize the performance of their acquisition, retention and monetization campaigns. MOLOCO offers a top-rated real-time bidding platform that provides scale across more than 4 billion devices. Through highly sophisticated products like MOLOCO Cloud and MOLOCO Engine, consumers are able to easily utilize the benefits of their own data while leveraging the power of MOLOCO's proprietary machine learning technology. MOLOCO is headquartered in Silicon Valley, with offices in San Francisco, Seattle, London, Jakarta, Seoul, Singapore and Tokyo. For more information, visit www.molocoads.com",about moloco,4,Org
3447,114,"Education & Experience: Master's degree in data related field required, and 2 years of relevant industry experience post graduation.",what youll need to succeed,4,Person
3448,159,"Education & Experience: Master's degree in data related field required, and 3-5 years of relevant industry experience post graduation.",what youll need to succeed,4,Person
3449,211,"Education & Experience: Master's degree in data related field required, and 3-5 years of relevant industry experience post graduation.",what youll need to succeed,4,Person
3450,413,2+ years of experience in data analytics,what youll need to succeed,4,Person
3451,115,"Experience with atmospheric correction, plume modeling, risk modeling",preferred skills and experience,2,Person
3452,484,,preferred skills and experience,2,Person
3453,115,We offer competitive compensation and equity packages,benefits of working at osk,1,
3454,116,Natural Language processing (NLP) with large data sets,experience developing in looker,1,
3455,118,University degree with 2+ years experience,required qualification,1,
3456,118,,experience with isa88 batch processing,1,
3457,118,Experience with chemical manufacturing and control,experience with biological laboratory techniques,1,
3458,118,"Experience with Riffyn Nexus, Fluxa PKM, or QbDVision",data analysis experience,1,
3459,121,,experience in alteryx,2,Person
3460,524,,experience in alteryx,2,Person
3461,121,"Knowledge of statistical and machine learning techniques, their advantages, disadvantages and areas of application and/or experience in Python/R",experience in salesforce,2,Person
3462,524,"Knowledge of statistical and machine learning techniques, their advantages, disadvantages and areas of application and/or experience in Python/R",experience in salesforce,2,Person
3463,121,"Chase is a leading financial services firm, helping nearly half of America's households and small businesses achieve their financial goals through a broad range of financial products. Our mission is to create engaged, lifelong relationships and put our customers at the heart of everything we do. We also help small businesses, nonprofits and cities grow, delivering solutions to solve all their financial needs.",experience in einstein analytics,2,Person
3464,524,"Chase is a leading financial services firm, helping nearly half of America's households and small businesses achieve their financial goals through a broad range of financial products. Our mission is to create engaged, lifelong relationships and put our customers at the heart of everything we do. We also help small businesses, nonprofits and cities grow, delivering solutions to solve all their financial needs.",experience in einstein analytics,2,Person
3465,121,Work with engineers and data scientists to turn insights into self-service dashboards or data products.,equal opportunity employerdisabilityveterans,14,None
3466,169,"Work with cross-functional teams of engineering, data science, and product to design and productionize key machine learning capabilities in firm-level AI…",equal opportunity employerdisabilityveterans,14,None
3467,206,"Work with cross-functional teams of engineering, data science, and product to design and productionize key machine learning capabilities in firm-level AI…",equal opportunity employerdisabilityveterans,14,None
3468,524,Work with engineers and data scientists to turn insights into self-service dashboards or data products.,equal opportunity employerdisabilityveterans,14,None
3469,819,We're looking for a machine learning engineer to identify insights from our data to drive business strategy and tactics.,equal opportunity employerdisabilityveterans,14,None
3470,832,Strong passion for analytics with proven ability to deliver new data-driven capabilities using advanced analytics techniques and statistical methodologies.,equal opportunity employerdisabilityveterans,14,None
3471,1031,Generate deep insights through the analysis of data and understanding of business processes and turn them into actionable recommendations.,equal opportunity employerdisabilityveterans,14,None
3472,1117,"In addition, this candidate will work closely with business partners and data owners, to define, track and manage various data migration and data quality work…",equal opportunity employerdisabilityveterans,14,None
3473,1227,"Strategic, detail-oriented mindset with deep intellectual curiosity.",equal opportunity employerdisabilityveterans,14,None
3474,1254,"The firm is a leader in investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset…",equal opportunity employerdisabilityveterans,14,None
3475,1296,Hands-on experience and solid understanding of machine learning and deep learning methods.,equal opportunity employerdisabilityveterans,14,None
3476,1315,"Develop scalable tools leveraging machine learning and deep learning models to solve real-world problems in areas such as Speech Recognition, Natural Language…",equal opportunity employerdisabilityveterans,14,None
3477,1338,"The firm is a leader in investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset…",equal opportunity employerdisabilityveterans,14,None
3478,1419,"A key part of the role will be data interrogation, mapping end user requirements and data specifications.",equal opportunity employerdisabilityveterans,14,None
3479,1494,"Strong analytical skills with a concentration on data flows, data mapping.",equal opportunity employerdisabilityveterans,14,None
3480,1570,"Strong analytical skills with a concentration on data flows, data mapping.",equal opportunity employerdisabilityveterans,14,None
3481,122,"Building, testing, optimizing, and executing statistical and/or machine learning models (support vector machines, random forests, convolutional neural networks, etc.) related to DNA/RNA/protein data for novel target discovery",your typical responsibilities,1,
3482,123,Driving adoption of Deep Learning models into next-generation of C3 AI products.,your responsibilities,5,Job
3483,257,Influence the development of gRED’s overall data platform objectives and long-range goals,your responsibilities,5,Job
3484,347,Measure the impact of product features/tests and analyze user behavior that will influence product development and strategy,your responsibilities,5,Job
3485,357,Influence the development of gRED’s overall data platform objectives and long-range goals,your responsibilities,5,Job
3486,365,Driving adoption of Deep Learning systems into next-generation of C3 AI products.,your responsibilities,5,Job
3487,123,Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.,preferred,15,
3488,273,"Masters or greater degree in a related science, or an equivalent combination of education and experience in computer science, statistics, mathematics, electrical engineering, or computational biology/neuroscience or related field.",preferred,15,
3489,365,Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.,preferred,15,
3490,488,,preferred,15,
3491,566,E-commerce industry background,preferred,15,
3492,657,E-commerce industry background,preferred,15,
3493,848,,preferred,15,
3494,849,A solid understanding of design patterns and web application architecture.,preferred,15,
3495,894,"Experience in software project management, software design, version control, and Gitlow",preferred,15,
3496,906,,preferred,15,
3497,958,"Experience in one or more deep learning frameworks such as Tensorflow/Keras, or PyTorch.",preferred,15,
3498,970,5yr,preferred,15,
3499,970,NCCER-Ind Insul Certified,preferred,15,
3500,1145,"Experience in Nielsen methodologies, data collection, platforms, research processes and operations.",preferred,15,
3501,1247,"Demonstrated experience working with cloud infrastructure (e.g., AWS, Azure, OpenStack, Google Cloud), virtual environments (e.g., VirtualBox, VMware, Vagrant , Linux on Windows), and containers (Docker, Kubernetes, OpenShift)",preferred,15,
3502,1333,"Demonstrated experience working with cloud infrastructure (e.g., AWS, Azure, OpenStack, Google Cloud), virtual environments (e.g., VirtualBox, VMware, Vagrant , Linux on Windows), and containers (Docker, Kubernetes, OpenShift)",preferred,15,
3503,1385," At least one degree that is either or both heavily quantitative (e.g., statistics, data",preferred,15,
3504,1413,Experience working with research impact tools and metrics,preferred,15,
3505,1429,"familiarity with higher education issues, IPEDS, assessment, and performance indicators;",preferred,15,
3506,1647,"Experience in descriptive statistics, and/or Pharmaceutical/Healthcare industry experience",preferred,15,
3507,1653,Deep knowledge of ‘raw’ exchange feeds across at least one geography but preferably across multiple geographies. Global knowledge is best in class. Expertise in C&E markets is a plus,preferred,15,
3508,1673,"Prior knowledge and work with hospital patient experience data, especially HCAHPS dataExperience supporting quality improvement or research projects in a healthcare settingExperience collecting qualitative data and performing qualitative analysesExperience working with Epic EMR and associated data repositoriesExperience working with various types of health care dataExperience in clinical informatics and clinical terminologies (ICD9-10, LOINC, CPT, etc)Experience working with and optimizing SQL queries and relational database schemas",preferred,15,
3509,129,"The Developer Services team is missioned to provide unbounded infrastructure and services that empower developers to create and operate engaging experiences. As the first Data Scientist, you will be a key participant in helping our product and engineering teams shape the future vision of Roblox. You'll partner with data scientists, product managers, engineers and leaders across the company to better understand our players and builders, performing ad hoc analysis, creating dashboards, defining KPIs, applying models and designing A/B experiments.",why developer services,2,Org
3510,137,"The Developer Services team is missioned to provide unbounded infrastructure and services that empower developers to create and operate engaging experiences. As the first Data Scientist, you will be a key participant in helping our product and engineering teams shape the future vision of Roblox. You'll partner with data scientists, product managers, engineers and leaders across the company to better understand our players and builders, performing ad hoc analysis, creating dashboards, defining KPIs, applying models and designing A/B experiments.",why developer services,2,Org
3511,130,You will work with large scale Machine Learning Models to optimize for Personal Finance Products.,what’s great about the role,3,Org
3512,138,You will work with large scale Machine Learning Models to optimize for Personal Finance Products.,what’s great about the role,3,Org
3513,161,You will work with large scale Machine Learning Models to optimize for Personal Finance Products,what’s great about the role,3,Org
3514,131,Strong knowledge of machine learning algorithms and statistical analysis,what you should have,5,Person
3515,139,Strong knowledge of machine learning algorithms and statistical analysis,what you should have,5,Person
3516,1164,"You’re a culture fit: You believe in and want to participate in a blameless culture which focuses on process and technology .You don’t sleep well at night when you leave work with a question unanswered. You feel accountable for everything you do, and it has been driving you your entire life. You like to have a good time while getting things done. When we say a “team player” we mean it - you have a crisp high-five and funny stories to tell. You have your team’s back, and the team has yours.",what you should have,5,Person
3517,1259,"You’re a culture fit: You believe in and want to participate in a blameless culture which focuses on process and technology .You don’t sleep well at night when you leave work with a question unanswered. You feel accountable for everything you do, and it has been driving you your entire life. You like to have a good time while getting things done. When we say a “team player” we mean it - you have a crisp high-five and funny stories to tell. You have your team’s back, and the team has yours.",what you should have,5,Person
3518,1457,"You’re a culture fit: You believe in and want to participate in a blameless culture which focuses on process and technology .You don’t sleep well at night when you leave work with a question unanswered. You feel accountable for everything you do, and it has been driving you your entire life. You like to have a good time while getting things done. When we say a “team player” we mean it - you have a crisp high-five and funny stories to tell. You have your team’s back, and the team has yours.",what you should have,5,Person
3519,131,,familiarity with clinical workflows,2,Person
3520,139,,familiarity with clinical workflows,2,Person
3521,131,"Qualitative degree in Statistics, Computer Science, Engineering, or Data Science",education,58,Person
3522,139,"Qualitative degree in Statistics, Computer Science, Engineering, or Data Science",education,58,Person
3523,153,BSCS / PhD preferred in data science and software engineering field with an emphasis on Math,education,58,Person
3524,319,"A Ph.D. or equivalent degree in Artificial Intelligence, Computational Science, Engineering, Biomedical Engineering, Chemical Engineering, Biostatistics, Statistics, Applied Mathematics, Physics, Bioinformatics or related discipline with 0+ year (for Associate Scientist), 3+ years (for Scientist), 7+ years (for Senior Scientist) of industry, academia, regulatory, and/or related post-doctoral experience is required. Candidates without formal degree who have comparable depth and breadth of analytics training and working experience, and who meet job-specific criteria, are eligible for consideration.",education,58,Person
3525,348,"Bachelors in Molecular Biology, Biology, Chemistry, Applied Mathematics, Physics, Electrical Engineering, Computational Biology, Biostatistics, Bioinformatics, Computer Science or related discipline; postgraduate degree (Masters, PhD) is highly preferred",education,58,Person
3526,438,"Bachelor's degree, OR four (4) years of experience in a directly related field.High School Diploma or General Education Development (GED) required.",education,58,Person
3527,450,,education,58,Person
3528,458,"Bachelor's degree in related field, OR four (4) additional years of experience in a directly related field.",education,58,Person
3529,459,"Bachelor's degree in a related field, OR four (4) years of experience in a directly related field.",education,58,Person
3530,483,,education,58,Person
3531,520,"An associate degree in computer science or a closely related field from an accredited college or university OR its equivalent in terms of total course credits/units [i.e., at least sixty (60) semester or ninety (90) quarter credits/units with a minimum of twenty (20) semester or thirty (30) quarter credits/units in computer science or a closely-related field].",education,58,Person
3532,531,"An associate degree in computer science or a closely related field from an accredited college or university OR its equivalent in terms of total course credits/units [i.e., at least sixty (60) semester or ninety (90) quarter credits/units with a minimum of twenty (20) semester or thirty (30) quarter credits/units in computer science or a closely-related field].",education,58,Person
3533,535,"Master's degree OR a doctoral degree.Disciplinary training in advanced quantitative measurement methods (mathematics or statistics), ideally in the context of a quantitative social science or health services research.",education,58,Person
3534,538,"An associate degree in computer science or a closely related field from an accredited college or university OR its equivalent in terms of total course credits/units [i.e., at least sixty (60) semester or ninety (90) quarter credits/units with a minimum of twenty (20) semester or thirty (30) quarter credits/units in computer science or a closely-related field].",education,58,Person
3535,561,"Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations",education,58,Person
3536,570,"Undergraduate degree, Master's degree preferred or relevant work experience in systems or business",education,58,Person
3537,600,Bachelor of Science in a Biological or Biochemical Science with at least 0-2 years of relevant,education,58,Person
3538,611,"Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations",education,58,Person
3539,620,"Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations",education,58,Person
3540,622,Bachelor's Degree,education,58,Person
3541,637,"- Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations",education,58,Person
3542,646,,education,58,Person
3543,648,"Bachelor's degree, OR four (4) years of experience in a directly related field.High School Diploma or General Education Development (GED) required.",education,58,Person
3544,675,"Master's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations research, or related field required, or equivalent bachelor's degree and two (2) years additional work experience in lieu of a master's degree.",education,58,Person
3545,678,"Bachelor's degree in economics, finance, health care administration, public health administration, statistics, mathematics, operations",education,58,Person
3546,682,"Bachelor's degree in business, accounting, finance, information systems or related field, OR four (4) years of experience in a directly related field.",education,58,Person
3547,839,"MS degree in Data Science, Computer Science, or related quantitative field",education,58,Person
3548,888,"Master’s degree or PhD in Statistics, Mathematics, Analytics, Computer Science or related field",education,58,Person
3549,944,"Master's Degree in Computer Science, Data Science, Statistics, Applied Mathematics, Econometrics, Operations Research or similar quantitative field required",education,58,Person
3550,974,"Master’s Degree in operations research, applied statistics, data mining, machine learning, physics or related quantitative discipline required",education,58,Person
3551,1073,to be added by recruiter,education,58,Person
3552,1076,Candidates for this role should possess a Bachelor’s degree and five years of prior relevant experience or an Advanced degree and three years of prior relevant experience,education,58,Person
3553,1080,Computer Science degree Advanced degree preferred but not necessary,education,58,Person
3554,1090,"Masters degree in psychology, epidemiology, public health, health care administration, economics, or computer science.",education,58,Person
3555,1118,"A doctoral degree in a relevant discipline (e.g. computer science, statistics, mathematics, or science application area)",education,58,Person
3556,1123,You should have:,education,58,Person
3557,1132,"A Master's Degree from an accredited college or university in Public Health, or an approved related program and seven years of progressively responsible experience in planning, inter-organizational relationships, or related administrative or managerial functions; or,",education,58,Person
3558,1172,TBA,education,58,Person
3559,1191,"Must be currently enrolled as an undergraduate or graduate student in applied or pure mathematics, computer science, statistics, or the physical sciences.",education,58,Person
3560,1193,Master's Degree,education,58,Person
3561,1251,Bachelor’s Degree (B.S./B.A.) or equivalent,education,58,Person
3562,1267,TBA,education,58,Person
3563,1283,"MS in STATS, COMP SCI, ANALYTICS OR RELATED",education,58,Person
3564,1294,"Bachelors degree (Masters preferred), preferably in a health science.",education,58,Person
3565,1299,2-5 years of experience in an analytics role.,education,58,Person
3566,1305,"To qualify for an internship with the United Nations Internship Programme, the following conditions must be met:",education,58,Person
3567,1351,"Bachelors Degree in Business, Science, Healthcare or related field required.",education,58,Person
3568,1373,"Bachelors Degree in Business, Science, Healthcare or related field required.",education,58,Person
3569,1396,"Advanced university degree (Master’s degree or equivalent) in computer science, data science, analytics, statistics, information management, development studies, public administration, management or a related field. A first-level university degree in combination with qualifying experience may be accepted in lieu of the advanced university degree.",education,58,Person
3570,1402,Bachelor’s degree or equivalent education/work experience. Master’s degree in relevant field of study preferred,education,58,Person
3571,1405,,education,58,Person
3572,1445,Bachelor’s degree or equivalent education/work experience. Master’s degree in relevant field of study preferred,education,58,Person
3573,1460,Minimum requirement is a Bachelor's degree in Business or Computer Science is preferred or 2-3 years of equivalent combination of experience and Associate’s degree,education,58,Person
3574,1478,Bachelor's degree in relevant field or equivalent experience required.,education,58,Person
3575,1489,"Masters degree in psychology, epidemiology, public health, health care administration, economics, or computer science.",education,58,Person
3576,1507,"Masters degree in psychology, epidemiology, public health, health care administration, economics, or computer science.",education,58,Person
3577,1575,,education,58,Person
3578,1604,Bachelor's degree (w/focus in Data Analytics is preferred),education,58,Person
3579,1627,"A Master's Degree from an accredited college or university in Public Health, or an approved related program and seven years of progressively responsible experience in planning, inter-organizational relationships, or related administrative or managerial functions; or,",education,58,Person
3580,1637,Bachelor's degree (w/focus in Data Analytics is preferred),education,58,Person
3581,1688,2-5 years of experience in an analytics role.,education,58,Person
3582,1700,,education,58,Person
3583,132,Graduate student with a CS degree or advanced undergraduate student with a focus on computer vision and/or machine learning,what youll bring,11,Person
3584,140,Graduate student with a CS degree or advanced undergraduate student with a focus on computer vision and/or machine learning,what youll bring,11,Person
3585,164,Graduate student with a CS degree or advanced undergraduate student with a focus on computer vision and/or machine learning,what youll bring,11,Person
3586,170,Proving record of successfully managing a small team of direct reports,what youll bring,11,Person
3587,193,Proving record of successfully managing a small team of direct reports,what youll bring,11,Person
3588,217,"7+ years of experience in working in data science, machine learning, or analytics in a product driven environment",what youll bring,11,Person
3589,441,"Education in general Field Analysis, Management Information Systems, Computer Information Systems, Computer Science, Human-centric approach, or a related field;",what youll bring,11,Person
3590,451,3-5 years’ experience in a business analytics or consulting role,what youll bring,11,Person
3591,969,5+ years relevant experience with a proven track record of leveraging analytics to drive significant business revenue growth,what youll bring,11,Person
3592,1084,Proficiency with:,what youll bring,11,Person
3593,1490,Bachelor’s Degree,what youll bring,11,Person
3594,1517,A strong desire to work at Vox Media.,what youll bring,11,Person
3595,141,21WD46422,job requisition id ,2,None
3596,414,21WD45847,job requisition id ,2,None
3597,141,"A degree in a field related to data science (Engineering, Computer Science, Statistics, etc. ) or equivalent industry experience",minimum qualifications,84,Person
3598,157,Competencies,minimum qualifications,84,Person
3599,176,"Masters Degree in a quantitative field (CS, EE, Statistics, Physics, Math, etc.)",minimum qualifications,84,Person
3600,183,Competencies,minimum qualifications,84,Person
3601,227,8+ years of extensive and progressive experience in Sales Operations and Data Analytics,minimum qualifications,84,Person
3602,245,8+ years of extensive and progressive experience in Sales Operations and Data Analytics,minimum qualifications,84,Person
