,ID,Heading,Heading Text
5,981,Education and Experience:,"3+ years of work experience in Analytics or Data Science, including experience managing teams. Growth company experience is highly preferred."
0,982,Entry,"At Northwestern Mutual, we are strong, innovative and growing. We invest in our people. We care and make a positive difference."
1,982,Responsibilities:,"Applies and integrates statistical, mathematical, data mining, predictive modeling and business analysis skills and techniques to discover and identify new insights, advise on turning new insights into impactful opportunities and outcomes, and providing the tracking and measurement of results."
2,982,Skills:,Ability to write complex SQL queries
3,982,Required Certifications:,Grow your career with a best-in-class company that puts our client’s interests at the center of all we do. Get started now!
0,983,Entry,"Atlassian is continuing to hire with all interviewing and on-boarding done virtually due to COVID-19. All new and existing Atlassians will continue to work from home until it’s safe to return to our offices. When our offices re-open, we will provide the choice to work from home or return to work in an office unless a job requirement makes it necessary for a particular role to be performed at an Atlassian office."
1,983,About you...,"U.S. Bachelor or higher degree, or its equivalent, in Computer Science, Information Technology, Information Systems Management or a closely related field of study."
2,983,More about our benefits,"Whether you work in an office or a distributed team, Atlassian is highly collaborative and yes, fun! To support you at work (and play) we offer some fantastic perks: ample time off to relax and recharge, flexible working options, five paid volunteer days a year for your favourite cause, an annual allowance to support your learning & growth, unique ShipIt days, a company paid trip after five years and lots more."
3,983,More about Atlassian,"Creating software that empowers everyone from small startups to the who’s who of tech is why we’re here. We build tools like Jira, Confluence, Bitbucket, and Trello to help teams across the world become more nimble, creative, and aligned—collaboration is the heart of every product we dream of at Atlassian. From Amsterdam and Austin, to Sydney and San Francisco, we’re looking for people who want to write the future and who believe that we can accomplish so much more together than apart. At Atlassian, we’re committed to an environment where everyone has the autonomy and freedom to thrive, as well as the support of like-minded colleagues who are motivated by a common goal to: Unleash the potential of every team."
0,984,Entry,"Sightly is in an exciting stage of expansive growth! We deliver transparent, effective, and brand-safe ad campaigns that drive outcomes on the world’s largest video platform."
0,985,Entry,
1,985,Description:,"You will play a key role in the firm’s data science team, serve as a technical expert, provide state of the art analytic implementations and insights, and also mentor future team members."
0,986,Entry,
1,986,Overview:,"A career with A Place for Mom (APFM) is an opportunity for you to join a rapidly expanding company committed to making a difference for seniors and their families. A Place for Mom is an online platform connecting families searching for senior care services with a team of experienced advisors providing insight-driven and personalized solutions. Our mission, as the leader in senior care advisory, is to be a trusted destination for families and our community customers. We are a quickly growing organization with over 500 advisors connecting more than 300,000 families every year to one of our community customers."
2,986,Responsibilities:,
3,986,Key responsibilities,Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
4,986,Qualifications:,
5,986,Experience requirements,"BA / BS in Analytics, Statistics, Mathematics, Computer Science, or related field required"
6,986,Compensation,"The position is a salaried, exempt position with bonus eligibility"
0,987,Entry,"At Warner Music Group we’re all about our people. Our global company is made up of knowledgeable, passionate, and creative individuals. Our commitment to Diversity, Equity and Inclusion fosters a culture where you can truly belong, contribute, and grow. We believe in each individual’s value and encourage applications from people of any age, gender identity, sexual orientation, race, religion, ethnicity, disability, veteran status, and any other characteristic or identity."
1,987,About you:,"Masters Degree with 2 years of work experience or commensurate in Quantitative Finance, Econometrics, Engineering Economy, Statistics, Mathematics or similar"
2,987,1-3 years of experience,It would be music to our ears if you also had:
3,987,About us:,"With its broad and diverse roster of new stars and legendary artists, Warner Music Group is home to a collection of the best-known record labels in the music industry including Asylum, Atlantic, East West, Elektra, FFRR, Fueled by Ramen, Nonesuch, Parlophone, Rhino, Roadrunner, Sire, Warner Records, Warner Classics and Warner Chappell Music, one of the world's leading music publishers with a catalogue of more than one million copyrights worldwide."
0,988,Entry,"Valiance is an AI/ML company working with early stage/growth startups to create IP lead decision products using data science, machine learning and cloud."
1,988,We WORK with:,Product Teams to improve product features using machine learning
2,988,Why Join Us,Excellent learning curve working on variety of projects spanning entire life cycle of data and different
3,988,Position Summary,"We are looking for an accomplished analyst, who is at ease with slicing & dicing and"
4,988,automation needed.,
5,988,Technical Skills,Minimum 1-2 years of reporting experience
6,988,Education: B. Tech/B.E,"Expert in use of SAS, R, SQL and Excel. Experience with Tableau"
7,988,2 years of reporting experience,"Expert in use of SAS, R, SQL and Excel. Experience with Tableau"
8,988, Excellent analytical skills –,www.valiancesolutions.com
0,989,Entry,
1,989,Summary of the role:,The Data Scientist provides data analytics or mining services supporting new product development through the generation of POCs.
2,989,About the ideal candidate:,Education: Bachelor's Degree or equivalent experience. MBA or relevant Advanced Degree is a significant plus.
3,989,Relevant Work Experience:,Experience working directly with technical and/or business teams in the hospitality industry
4,989,Skills:,Computing: MS Office
5,989,What we can offer you:,The opportunity to work for one of the world’s top leading travel tech companies; a company that originated in technology innovation and sees the world with a technology-first perspective
6,989,A global diverse work environment,Application process:
0,990,Entry,"As a member of RISIRISA Team, you will be joining an interdisciplinary group of scientists, mathematicians, designers, and engineers that work with commercial, public and social sector clients to help them solve their most challenging problems and get the most out of their data."
1,990,Requirements,"Advanced Degree(s) in mathematics and/or computer science, or at least four years of relevant experience"
0,991,Entry,
1,991,Posting Summary:,"We are now seeking a Data Scientist who will work with the senior leadership team of Learning Collider and to conduct rigorous, high-quality research with our platform partners who are fighting inequality. As a member of the Learning Collider team, the Data Scientist will help us set the standard for high quality empirical data analyses using data sets to help develop research we hope ultimately addresses economic and social inequality. Ideal candidates need to have strong curiosity on data, and demonstrable ability to successfully apply rigorous scientific methods with proficiency in data science knowledge and technical capabilities. This is a unique opportunity to apply your skills and have a direct impact on economic and social inequality."
2,991,Job Summary/Basic Function:,"Our organization: The Learning Collider is a research lab led by Dr. Peter Bergman at Teachers College, Columbia University. Our mission is to accelerate research, test breakthrough interventions and scale solutions that fight inequality. We work with digital platform partners in education, housing and workforce development. These platforms create the opportunity to accelerate research for social impact. They collect billions of data points on human behavior and their reach allows proven solutions to scale rapidly. Our lab is:"
3,991,Knowledge and Responsibilities:,Construct new data sets from data provided by platform partners
4,991,Minimum Qualifications:,
5,991,Experience:,"Masters or Ph.D. experience in computer science, economics, or related field with considerable data analysis background"
6,991,Preferred Qualifications:,"Ideal candidates need to have strong curiosity on data, and demonstrable ability to successfully apply rigorous scientific methods with proficiency in data…"
0,992,Entry,New York University: NYU - NY: Faculty of Arts and Science (FAS): Politics Department
1,992,Location,"New York, NY"
2,992,Description,"The NYU Center for Social Media and Politics supports research on (i) how social media impacts politics, with particular emphasis on the flow of information (and misinformation) on social media; (ii) innovative ways to use social media data to study politics; and (iii) developing open-source tools that facilitate the use of social media data for the study of politics. We are looking for a full-time software engineer to help build software and tools for collecting, processing, analyzing, and understanding large social media data sets. You will use modern programming tools to manage multi-terabyte databases, build data collection and analysis pipelines, and produce meaningful data visualizations. We require candidates to have either experience programming in relevant environments OR a degree in CS. Significant skills working with Python and SQL/NoSQL databases are mandatory. Experience working with semi-structured data, Spark/Hadoop/EMR, Lucene/ElasticSearch, REST APIs, machine learning toolkits like scikit-learn, and linux/unix systems are also highly valued. Interest in politics or social science combined with these programming skills is a plus."
3,992,Qualifications,Required education: An undergraduate degree in computer science.
0,993,Entry,"Neuberger Berman , founded in 1939, is a private, independent, employee-owned investment manager. The firm manages a range of strategies—including equity, fixed income, quantitative and multi-asset class, private equity, real estate and hedge funds—on behalf of institutions, advisors and individual investors globally. With offices in 35 countries, Neuberger Berman's diverse team has 2,345 professionals. For six consecutive years, the company has been named first or second in Pensions & Investments Best Places to Work in Money Management survey (among those with 1,000 employees or more). The firm was awarded an A+ in every category in the latest 2020 Principles for Responsible Investment (PRI) report for our approach to ESG integration across asset classes. The firm manages $405 billion in client assets as of December 31, 2020. For more information, please visit our website at www.nb.com ."
1,993,Summary:,Seeking a highly motivated equity Data Analyst/Data Scientist with strong analytical and communication skills to generate investment insights from big and/or alternative data
2,993,Responsibilities:,Work with large structured and unstructured data from multiple sources to test equity research hypotheses and densify investment theses
3,993,Qualifications:,"Master’s or advanced degree in finance, mathematics, statistics, econometrics, computer science, or other quantitative disciplines"
0,994,Entry,"Altice USA is a cutting-edge communications, media, and tech company. We connect people to what matters most to them; texting with friends, advertising that resonates, or binge watching their favorite show. Our differentiated approach centers around technologies that push the envelope and deliver the ultimate customer experience. We're building a workforce that attracts and retains the best talent, not only to meet the needs of our customers, but that also reflects the diverse communities we serve. We're not the only ones who have seen it; we've recently been recognized by Forbes as one of America's Best Employers as well as by the Human Rights Campaign, DiversityInc Magazine, and Cablefax for our diversity & inclusion program."
1,994,Responsibilities,"Join Altice USA's Data Science team to deliver AI as a service across various teams involving marketing science, survey statistics, and advanced geospatial, content, network and customer relationship analytics. A successful candidate is curious, a self-learner, and can clearly communicate sophisticated concepts and results."
2,994,Qualifications,
3,994,Qualifications:,Bachelor's degree with 2+ years of work experience or recent master's degree graduate in a Data Science related field.
0,995,Entry,
1,995,Overview:,"A career with A Place for Mom (APFM) is an opportunity for you to join a rapidly expanding company committed to making a difference for seniors and their families. A Place for Mom is an online platform connecting families searching for senior care services with a team of experienced advisors providing insight-driven and personalized solutions. Our mission, as the leader in senior care advisory, is to be a trusted destination for families and our community customers. We are a quickly growing organization with over 500 advisors connecting more than 300,000 families every year to one of our community customers."
2,995,Responsibilities:,
3,995,Key responsibilities,Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
4,995,Qualifications:,
5,995,Experience requirements,"BA / BS in Analytics, Statistics, Mathematics, Computer Science, or related field required"
6,995,Compensation,"The position is a salaried, exempt position with bonus eligibility"
0,996,Entry,"New York, NY | Full Time"
1,996,Why we’ll love you:,"Bachelors, Masters, or Ph.D."
2,996,Why you’ll love us:,"Our team is diverse and intellectually curious, made up of people that you’ll genuinely enjoy spending time with"
3,996,Apply for this job,"Our teams apply business intuition along with a diverse set of methods and algorithms, including but not limited to, advanced analytics, machine learning, text…"
0,997,Entry,Invent Collaborative Machine Learning
1,997,Responsibilities:,"Actively serve global accounts including some of the world’s leading organizations in industries such as financial services, insurance, pharmaceuticals, transportation, manufacturing & technology."
2,997,Requirements:,Passion for serving large organizations and for data science.
3,997,Experience/Minimum Qualifications:,"B.S. or B.A. in business management, finance, economics, data science or similar study. MBA, Masters in Computer Science or similar degree preferred."
0,998,Entry,"Meru Health is looking to hire a senior Health Data Scientist to take the lead in creating product insights from HRV and other Meru patient data, leading to better treatment outcomes."
1,998,Basic understanding neural networks,Basic knowledge of biosignal analysis
2,998,Compensation Package:,Competitive market rate w/ generous stock options
3,998,Other Perks:,Full mobile phone expense reimbursement
4,998,More About Meru Health,"Meru Health is growing fast to meet the rapidly increasing demand for mental health services. We partner with health insurance companies, large employers and other healthcare organizations who understand the need to offer comprehensive mental healthcare to members or employees, and to meet challenges so many people face with trying to access mental health care services."
0,999,Entry,
1,999,Responsibilities:,"The individual with work with the CTO team to enhance our existing geolocation products along with new complementary datasets. They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product. The main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the data, cleansing the data and extracting trading signals along with using them to calibrate existing forecasting models. It would be also required to write research reports describing our data and its applications. Part of the role will entail interaction with the business development team on client driven projects."
2,999,Requirements:,Minimum 3 years relevant professional experience
0,1000,Entry,"OkCupid is looking for an analyst to contribute to our data-driven organization. We enjoy working on a product that helps millions of people find love and get a great sense of satisfaction in seeing our hard work make a difference. If that’s the kind of thing that appeals to you, you’re probably a good fit for OkCupid"
1,1000,About the Team:,"OkCupid’s Analytics function is a close knit team of 4, we sit embedded in various business functions, and we each bring our diverse and unique experience to the team. Our team handles all aspects of the analytics life cycle, including data modelling and warehousing, reporting, traditional analytics, and statistical modeling."
0,1001,Entry,"Hello, World! Codecademy has helped tens of millions of learners upgrade their careers, build meaningful projects and gain confidence in their skills with engaging, accessible, and flexible education on programming and data skills. We provide hands-on interactive lessons ranging from Python to R to Javascript and everything in between. Our learners have gone on to start companies, new jobs, and new lives thanks to what they’ve learned with Codecademy, and we’re thrilled to be working to take that impact to the next level."
1,1001,WHAT YOU'LL DO,"As a Data Scientist focused on Analytics and Experimentation, you will work on an impactful team to analyze our millions of learners. We capture terabytes of data on how users engage with our platform. As Codecademy continues our rapid growth, we want to build a data-informed culture that uses hypothesis testing, experimentation, and exploratory analysis to guide our decision-making process."
2,1001,WHAT YOU'LL NEED,"3+ years of industry experience in a data science, analytics, or research role. You have strong data intuition and knowledge of using data science best practices to drive impact."
0,1002,Entry,
1,1002,Company Description,Shopify is now permanently remote and working towards a future that is digital by default. Learn more about what this can mean for you.
2,1002,Job Description,"Data is a crucial part of Shopify’s mission to make commerce better for everyone. We organize and interpret petabytes of data to provide solutions for our merchants and stakeholders across the organization. From pipelines and schema design to machine learning products and decision support, data science at Shopify is a diverse role with many opportunities to positively impact our success."
3,1002,Responsibilities:,Proactively identify and champion projects that solve complex problems across multiple domains
4,1002,Qualifications,4-6 years of commercial experience as a Data Scientist solving high impact business problems
5,1002,Experience with one or more:,Deep understanding of advanced SQL techniques
0,1003,Entry,"Sharecare is the digital health company that helps people manage all their health in one place. The Sharecare platform provides each person - no matter where they are in their health journey - with a comprehensive and personalized health profile, where they can dynamically and easily connect to the information, evidence-based programs and health professionals they need to live their healthiest, happiest and most productive life. With award-winning and innovative frictionless technologies, scientifically validated clinical protocols and best-in-class coaching tools, Sharecare helps providers, employers and health plans effectively scale outcomes-based health and wellness solutions across their entire populations. We are always looking for people that value the opportunity to work hard, have fun on the job, and make a difference in the lives of others through their work every day!"
1,1003,Job Summary:,"Sharecare is searching for a Data Scientist/Statistician who will support our product, delivery, sales, leadership and marketing teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and media delivery process optimization and using models to identify target audiences. The Sharecare Data Scientist must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. He/she must have a proven ability to drive business results with their data-based insights. He/she must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes."
2,1003,Qualifications:,"Master's degree in Operations Research, Industrial Engineering, Applied Mathematics, Statistics, Physics, Computer Science, or related fields preferred"
0,1004,Entry,"WES is looking for a BI Analyst / Data Scientist to join the Information Technology organization. This role will assist in the consolidation and consuming of all corporate data and evaluate the data to create forecasts, options for leadership via Tableau dashboards, capabilities, and employ machine learning to handle the demands of a rapidly changing landscape."
1,1004,Requirements:,"Bachelor’s degree in Statistics, Economics, Math, Finance, Engineering, Computer Science or a related quantitative field or at least 1 year of experience with data querying languages and at least 1 year of experience articulating business questions and using quantitative techniques and driving insights for business."
0,1005,Entry,"Join a growing team at Olo that is helping to make AI a driving influence in the restaurant industry. Bring your skills to a new area and develop projects that will impact how everyone experiences food and dining in the future. Responsible for developing, deploying, and monitoring Data Science projects involving Machine Learning, Deep Learning, and other AI techniques."
1,1005,What You’ll Be Doing,"Develop data-driven solutions using appropriate techniques (AI, ML, DL, etc.)"
2,1005,What We’ll Expect From You,Several years of proven experience in developing and deploying Machine learning and Deep learning solutions end-to-end (data exploration to deployment).
3,1005,Required Skills,"Python, R Programming"
4,1005,What's Important to Olo,Our families come first. We know they make us who we are and they are who we live and work for every day.
5,1005,COVID-19 Impact,"Olo is committed to the well-being of candidates, employees and our community. The Olo NYC Headquarters will be closed for the foreseeable future because of the global outbreak of COVID-19. While an in-person interview is typical for many roles at Olo, we will conduct interviews via video conferencing while our HQ is closed. Olo benefits from the fact that over half of our workforce is remote, therefore we are accustomed to conducting interviews via video conferencing and we anticipate no impact on our recruiting timelines. We encourage candidates to share any concerns or questions with Olo’s recruiting team."
6,1005,About Olo,"Olo powers digital ordering and delivery programs that connect restaurant brands to the on-demand world, placing orders directly into the restaurant through all order origination points – from a brand’s own website or app, third party marketplaces, social media platforms, smart speakers, and home assistants. Olo serves as the on-demand ordering and delivery platform for over 400 brands, such as Applebee’s, Checkers & Rally’s, Cheesecake Factory, Chili’s, Dairy Queen, Denny’s, Five Guys Burgers & Fries, Jamba Juice, Noodles & Company, Portillo’s Hot Dogs, Shake Shack, sweetgreen, Wingstop, and more. Learn more at www.olo.com."
0,1006,Entry,"Dataiku allows enterprises to create value with their data in a human-centered way while breaking down silos and encouraging collaboration. One of the most unique characteristics of our product, Data Science Studio (DSS), is the breadth of its scope and the fact that it caters both to technical and non-technical users. Through DSS, we aim to empower people through data and democratize data science."
1,1006,Consulting engagement management experience,"Experience in creating Technical content (e.g., documentation, blog posts, tutorials)"
2,1006,Benefits:,"Exposure to a wide range of enterprise customers across industries, Examples of Dataiku’s hundreds of customers include GE, Unilever, Comcast, Ubisoft, OVH, Santander, and Capgemini"
0,1007,Entry,Data Scientist - 80262
1,1007,What is the role?,"We are looking for a Data Scientist to join our innovative team of Panel and Meter researchers. We are researching hardware, software, and business rule changes that will improve the accuracy of our data reporting. The team member will work on both statistical research and code development. They will need to design and execute small and medium sized research projects based on abstract concepts, and then use the results of their research to implement changes into future production methodologies. The team member will need to present research to key stakeholders and collect/implement feedback as necessary. Methodologies are primarily associated with television measurement."
2,1007,What will I do?,"Learn and become an expert in TV Audience Measurement, with a focus on Meter hardware and software used for data collection and crediting."
3,1007,ABOUT NIELSEN,"As the arbiter of truth, Nielsen Global Media fuels the media industry with unbiased, reliable data about what people watch and listen to. To discover what’s true, we measure across all channels and platforms⁠—from podcasts to streaming TV to social media. And when companies and advertisers are armed with the truth, they have a deeper understanding of their audiences and can accelerate growth."
4,1007,Job Type: Regular,
5,1007,"Primary Location: New York,New York","Secondary Locations: IL - Chicago, FL - Tampa - Oldsmar, ,"
0,1008,Entry,New York University: NYU - NY: Center for Data Science
1,1008,Location,"New York, NY"
2,1008,Description,Research Scientist in Data Science
3,1008,Qualifications,Completion of Master's degree in disciplines aligned with CDS faculty research by the start date.
0,1009,Entry,
1,1009,Summary,"Posted: Nov 16, 2020"
2,1009,Key Qualifications,"Top-tier data scientist with 7+ years of demonstrated experience in an advanced analytics role in the financial / fintech space, preferably analyzing credit products."
3,1009,Description,"You will play a key role improving the Apple Pay product experience. As a member of the analytics team you will be supporting a product function. You will partner with business owners, understand goals, craft KPIs and measure ongoing performance. You will initially engage with the product and engineering teams in ensuring that we have the appropriate instrumentation in place to deliver on these metrics. You will subsequently use advanced statistical, ML and analytical techniques to analyze product performance and identify key insights that inform product improvements and business strategy. The role requires a high degree of independence, ownership and collaboration working cross functionally across all levels of a highly matrixed organization."
4,1009,Education & Experience,"Master’s degree in Economics, Statistics, Computer Science, Mathematics or relevant field."
0,1010,Entry,
1,1010,Job description,
2,1010,Description,
3,1010,About this role,"The AI Labs team works collaboratively; and is a multi-disciplinary team with the following skills and capabilities: optimization, machine learning, statistical modeling, exploratory data analysis, natural language processing, data visualization, network/graph modeling, ETL, data pipelines, data architecture, communication, project / product management and strategy. We work with data from a wide variety of sources including text, news feeds, financial reports, time series transactions, user behavior logs, imagery, and real-time data."
4,1010,What you will need:,"3-5+ years of professional experience in machine learning, statistics, building data pipelines, exploratory data analysis, and other aspects of the data science process"
5,1010,Our benefits,"To help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about."
6,1010,About BlackRock,"BlackRock's purpose is to help more and more people experience financial well-being. As a fiduciary to investors and a leading provider of financial technology, we help millions of people build savings that serve them throughout their lives by making investing easier and more affordable."
7,1010,Job requisition #,R210716
0,1011,Entry,New York University: NYU - NY: Faculty of Arts and Science (FAS): Politics Department
1,1011,Location,New York City
2,1011,Description,The SMaPP lab at NYU is looking for a full-time software engineer to help build software and
3,1011,programming skills is a plus.,"You will be given the opportunity to participate fully in the research environment, including"
4,1011,Qualifications,Required education: an undergraduate degree in computer science or an analytical social
0,1012,Entry,Finance
1,1012,Location,"New York, NY"
2,1012,Job type,Permanent
3,1012,What You'll Do:,Work in a team of highly motivated data analysts / scientists leveraging large data sets to solve complex problems in a dynamic environment
4,1012,Who You Are:,You have a minimum of 3 years of experience solving business problems using analytic tools
5,1012,Learn about life at Spotify,"You are welcome at Spotify for who you are, no matter where you come from, what you look like, or what’s playing in your headphones. Our platform is for everyone, and so is our workplace. The more voices we have represented and amplified in our business, the more we will all thrive, contribute, and be forward-thinking! So bring us your personal experience, your perspectives, and your background. It’s in our differences that we will find the power to keep revolutionizing the way the world listens."
0,1013,Entry,"We’re seeing a passionate Data Scientist to join the team at One Drop. Data Science is all about providing startlingly novel and refreshingly useful decision support directly to One Drop’s end users. For example, One Drop is the first company to make blood glucose prediction available to the majority of people with diabetes. Working with One Drop’s behavioral and health science, diabetes education, engineering, and product teams, we invent new ways to convert over 11 billion health data points into daily support and suggestions for over 2 million users through the One Drop app."
1,1013,You'll make an impact by,"Developing machine learning, deep learning, or dynamic simulation models for forecasting and classification"
0,1014,Entry,Data Scientist
1,1014,About Rhythm,"Rhythm is a renewable energy and technology company empowering you to take control of your budget and your footprint. We combine energy market expertise with technology, design, and data science to create best-in-class products and services that are simple, delightful, and seamlessly integrated with the rhythm of your life. Our mission is to upend the energy status quo by setting a new standard of service excellence and customer partnership. We are a mission-driven, results-oriented group of engineers, businesspeople, designers and artists who love solving tough problems, all while making a positive impact on our communities."
2,1014,About the Data Scientist,"The ideal candidate will combine the analytical rigor of a scientist with the can-do pragmatism of an entrepreneur. You love working with data—lots of it—and want to build models and intelligent applications that make a difference in people's lives. You are also committed to sustainability, empowering our customers to use 100% clean energy and intelligently manage their demand in concert with the grid, all while saving money."
3,1014,Responsibilities,Modeling
4,1014,Qualifications,"3+ years of experience in energy, preferably retail electricity"
5,1014,Travel required <10%,
6,1014,Compensation and Benefits,"Competitive base salary and bonus, with meaningful opportunity to participate in company success"
0,1015,Entry,"Hello, World! Codecademy has helped tens of millions of learners upgrade their careers, build meaningful projects and gain confidence in their skills with engaging, accessible, and flexible education on programming and data skills. We provide hands-on interactive lessons ranging from Python to R to Javascript and everything in between. Our learners have gone on to start companies, new jobs, and new lives thanks to what they've learned with Codecademy, and we're thrilled to be working to take that impact to the next level."
1,1015,WHAT YOU'LL DO,"As a Senior Data Scientist focused on Analytics and Experimentation, you will work on an impactful team to analyze our millions of learners. We capture terabytes of data on how users engage with our platform. As Codecademy continues our rapid growth, we want to build a data-informed culture that uses hypothesis testing, experimentation, and exploratory analysis to guide our decision-making process."
2,1015,WHAT YOU'LL NEED,"4+ years of industry experience in a data science, analytics, or research role. You have strong data intuition and knowledge of using data science best practices to drive impact."
0,1016,Entry,BuzzFeed
0,1017,Entry,"Stories is at the heart of Instagram and continues to be a main reason people love our app. People use Stories to share their day, connect with their friends, and interact with content they love. Our job on the Stories team is to ensure an exceptional product experience that supports the ability to connect while maintaining a spirit of kindness. Data Science is crucial in ensuring we do this well and so we are looking for an experienced Data Scientist to support the whole Stories Ecosystem. We are looking for an individual contributor who can work across the different areas within Stories and jump into any problem and drive clarity and cohesion. This person will be tackling highly ambiguous problems and taking on projects that are cross-functional and strategic, by nature."
1,1017,Experience working independently,Communicator experience explaining technical concepts and analysis implications to varied audiences and can translate business objectives into actionable analysis
2,1017,Experience driving cross functional team,"Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started."
0,1018,Entry,
1,1018,Company Description,"Square builds common business tools in unconventional ways so more people can start, run, and grow their businesses. When Square started, it was difficult and expensive (or just plain impossible) for some businesses to take credit cards. Square made credit card payments possible for all by turning a mobile phone into a credit card reader. Since then Square has been building an entire business toolkit of both hardware and software products including Square Capital, Square Terminal, Square Payroll, and more. We’re working to find new and better ways to help businesses succeed on their own terms—and we’re looking for people like you to help shape tomorrow at Square."
2,1018,Job Description,"Data Scientists at Square are embedded within product teams and leverage engineering, analytics, statistics, and machine learning to empower data-driven decision making in the full life cycle of product development. From the cozy local wine store to the trendy sneaker pop-up, the Retail team at Square is finding new ways to equip retail sellers and their staff with the tools they need to succeed. Square’s mission is economic empowerment, and Data Scientists support this by using data to understand and empathize with our customers, thereby enabling us to build a remarkable product experience."
3,1018,Qualifications,You have:
4,1018,Perks,"At Square, we want you to be well and thrive. Our global benefits package includes:"
5,1018,Wellness perks,Paid parental leave
0,1019,Entry,Your role
1,1019,About us,Expert advice. Wealth management. Investment banking. Asset management. Retail banking in Switzerland. And all the support functions. That's what we do. And we do it for private and institutional clients as well as corporations around the world.
2,1019,Join us,"We're a truly global, collaborative and friendly group of people. Having a diverse, inclusive and respectful workplace is important to us. And we support your career development, internal mobility and work-life balance. If this sounds interesting, apply now."
0,1020,Entry,
1,1020,Job Title: Data Scientist,Corporate Title: Assistant Vice President
2,1020,"Location: New York, NY",
3,1020,Overview,"As a data scientist you will be working on a variety of use cases, such as providing client-facing staff with information for client prospecting, servicing, and retention. You will cover the entire journey of your projects from ideation until go-live in an Agile fashion. As a key success factor, the team closely interacts with sales and product teams, as well as with control functions to identify and realize business opportunities. Collaboration within Deutsche Bank and with external partners further fosters idea generation."
4,1020,What We Offer You:,"We offer competitive health and wellness benefits, empowering you to value life in and out of the office"
5,1020,Your Key Responsibilities:,"Full implementation of AI use cases jointly with business representatives, including translation of business requirements, identification/ processing of data, applying analytical methods, selection and training of machine learning models, presentation of results, and deploying use cases to production"
6,1020,Your Skills and Experience:,
7,1020,Minimum Bachelor’s Degree is required,"Python / SQL skills, with working knowledge of machine learning models / algorithms, as well as knowledge of the Software Development Lifecycle including technologies like Git and Bitbucket"
0,1021,Entry,Introduction
1,1021,Your Role and Responsibilities,"We are seeking Research Scientist candidates with demonstrated publication records in one or more of our focus areas and technical leadership potential. As part of the IBM Research team, you will conduct world-class research on innovative technologies and solutions and publish in top-tier conferences and journals. You will also can contribute to the commercialization of the resulting assets. Demonstrated communication skills and ability to work independently, as well as in a team, are highly desired traits."
2,1021,Required Technical and Professional Expertise,"Machine learning and data science, including automated machine learning, deep learning, languages and libraries for machine learning, machine learning for code, mining software repositories"
3,1021,Demonstrated communication skills,
4,1021,Preferred Technical and Professional Expertise,None
5,1021,About Business Unit,"With more than 3,000 researchers in 12 labs located across six continents, IBM Research brings together hundreds of researchers who possess unparalleled industry expertise to address some of the world's most challenging problems. Join us as we do pioneering work in areas such as cognitive computing, augmented intelligence, quantum computing, and blockchain, to name a few"
6,1021,About IBM,"The IBM Research Division conducts scientific research and develops technologies and processes for use with IBM products and customer applications. IBM Research has produced leading contributions to the technology underlying IBM's product portfolio, as well as to the world of science and the entire IT industry. For more information please visit www.research.ibm.com."
7,1021,Location Statement,"For additional information about location requirements, please discuss with the recruiter following submission of your application."
0,1022,Entry,
1,1022,About us,"At WorkFusion, we’re building software products that are changing the world and transforming the workplace, for the better. Our technology automates data intensive repetitive work so people can be freed from the mundane to pursue the meaningful, while companies can grow further and customers can be served faster and better."
0,1023,Entry,
1,1023,Position Overview:,"MSCI ESG Research is seeking an ESG Data Scientist to join our Models and R&D team. The selected candidate will spearhead R&D and methodology projects that help investors integrate environmental, social, and governance (ESG) risks in their fundamental research, portfolio construction, and risk management capabilities. We are open to hiring in New York, Boston, Toronto."
2,1023,Responsibilities:,Identify and evaluate new data sources (structured and unstructured) that provide unique and proprietary ESG insights on investments and portfolios
3,1023,Specific Knowledge/Skills:,"Advanced skills in data science and programing language (e.g. Python) is a must-have; experience in Microsoft Excel or geospatial analysis (e.g. ArcGIS, QGIS) is preferred"
4,1023,Desired Experience:,"2-5 years of full-time professional experience in quantitative research or data science role, prior exposure to capital markets is preferred"
