,ID,Heading,Heading Text
0,56,Entry,
1,56,Who we are,"At Criteo, our culture is as unique as it is diverse. With offices around the world, our incredible team of 2,600 Criteos collaborates to create an open & inclusive environment. We work together to achieve our goals, push boundaries, and be impactful. All of this supports us in our mission to power the world’s marketers with trusted & impactful advertising."
2,56,Overview,"A Data Analyst on the Data Science & Analytics (AX) team is a key player in understanding every aspect of Criteo’s complex business. This role interfaces across the organization to answer challenging analytical questions related to the performance of Criteo’s marketing solutions. The person occupying this position will have an exceptionally broad view of every aspect of Criteo’s business with a regional focus on North America. The scope involves both technically rigorous work, including the use leading-edge data analysis technologies, and daily interaction with other cross-functional business units as well as external clients."
3,56,What you'll do,Partner with Account Strategy to maximize campaign health and performance through data-driven insights
4,56,Who you are,"Bachelor’s degree or higher in a quantitative field (Mathematics, Economics, Engineering, etc.)"
5,56,Why you'll love us,"We are innovative, passionate, fearless, creative, driven, and adaptable. Our core values are at the heart of who we are. We have a spontaneous and vibrant culture, and we truly believe in team spirit and collaboration."
6,56,Competitive compensation. Be fancy,Career advancement with global mobility opportunities. A little bit of “Je ne sais quoi”
7,56,#LI-MR1,"At Criteo, we are committed to creating an environment where all Criteos feel a sense of belonging. We nourish our diversity by listening to all cultures within Criteo - and there are many. We are proud to be a global team and conscious that it takes people with different perspectives, thoughts and cultures to succeed."
0,57,Entry,
1,57,Overview:,"In health care facilities, such as Ambulatory Care Centers and hospitals, clerical workers are responsible for maintaining the accuracy and security of confidential patient health records. They greet clients and manage paperwork such as patient history forms as well as admission and discharge documents. Clerical work ensures that an office runs smoothly. High quality customer service results in high levels of patient satisfaction. Responsibilities also involve day-to-day administrative tasks such as answering phones, sorting mail, filing, data entry, filing records and relaying messages. Most positions include a comprehensive Union benefits package and competitive salaries."
2,57,Access Service Representative,
3,57,Admitting Clerk,
4,57,Ambulatory Care Clerk,
5,57,Business Associate,
6,57,Business Office Cashier,
7,57,Clerk,
8,57,Concierge,
9,57,Customer Service Representative,
10,57,Dietary Clerk,
11,57,Library Assistant,
12,57,Medical Records Clerk,
13,57,Patient Account Associate,
14,57,Patient Navigator,
15,57,Patient Representative,
16,57,Patient Service Associate,
17,57,Receptionist,
18,57,Registrar,
19,57,Telephone/Switchboard Operator,
20,57,Translator/Interpreter,
21,57,Tumor Registrar,
22,57,Ward Clerk/Unit Clerk/Unit Sec,
23,57,WIC Clerk,"Responsibilities also involve day-to-day administrative tasks such as answering phones, sorting mail, filing, data entry, filing records and relaying messages."
0,58,Entry,
1,58,Job description,
2,58,Description,
3,58,About this role,"The AI Labs team works collaboratively; and is a multi-disciplinary team with the following skills and capabilities: optimization, machine learning, statistical modeling, exploratory data analysis, natural language processing, data visualization, network/graph modeling, ETL, data pipelines, data architecture, communication, project / product management and strategy. We work with data from a wide variety of sources including text, news feeds, financial reports, time series transactions, user behavior logs, imagery, and real-time data."
4,58,What you will need:,"3-5+ years of professional experience in machine learning, statistics, building data pipelines, exploratory data analysis, and other aspects of the data science process"
5,58,Our benefits,"To help you stay energized, engaged and inspired, we offer a wide range of benefits including a strong retirement plan, tuition reimbursement, comprehensive healthcare, support for working parents and Flexible Time Off (FTO) so you can relax, recharge and be there for the people you care about."
6,58,About BlackRock,"BlackRock's purpose is to help more and more people experience financial well-being. As a fiduciary to investors and a leading provider of financial technology, we help millions of people build savings that serve them throughout their lives by making investing easier and more affordable."
7,58,Job requisition #,
8,58,R210716,"3-5+ years of professional experience in machine learning, statistics, building data pipelines, exploratory data analysis, and other aspects of the data science…"
0,59,Entry,
1,59,Overview:,"A career with A Place for Mom (APFM) is an opportunity for you to join a rapidly expanding company committed to making a difference for seniors and their families. A Place for Mom is an online platform connecting families searching for senior care services with a team of experienced advisors providing insight-driven and personalized solutions. Our mission, as the leader in senior care advisory, is to be a trusted destination for families and our community customers. We are a quickly growing organization with over 500 advisors connecting more than 300,000 families every year to one of our community customers."
2,59,Focus on Excellence,Act with Integrity & Assume Positive Intent
3,59,Responsibilities:,
4,59,Key responsibilities,Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions
5,59,Qualifications:,
6,59,Experience requirements,"BA / BS in Analytics, Statistics, Mathematics, Computer Science, or related field required"
7,59,Compensation,"The position is a salaried, exempt position with bonus eligibility"
8,59,#LI-AR1,Develop custom data models and algorithms to apply to data sets.
0,60,Entry,
1,60,Strength Through Diversity,Ground breaking science. Advancing medicine. Healing made personal.
2,60,Title: Data Entry Specialist II,
3,60,Requisition: 2684502,
4,60,Roles & Responsibilities:,"Receives, collects, reviews and enters data into a computer system or tracking database. Ensures accuracy of all data recorded and verifies that the information is complete. May provide basic reports and be a resource for other staff members."
5,60,10. Performs other related duties.,
6,60,Requirements:,
7,60,Education:,High School diploma or GED required; Associates degree/Bachelor’s Degree preferred
8,60,Experience:,
9,60,Two years of experience,
10,60,Strength Through Diversity,"The Mount Sinai Health System believes that diversity is a driver for excellence. We share a common devotion to delivering exceptional patient care. Yet we’re as diverse as the city we call home- culturally, ethically, in outlook and lifestyle. When you join us, you become a part of Mount Sinai’s unrivaled record of achievement, education and advancement as we revolutionize medicine together."
11,60,Who We Are,"Over 38,000 employees strong, the mission of the Mount Sinai Health System is to provide compassionate patient care with seamless coordination and to advance medicine through unrivaled education, research, and outreach in the many diverse communities we serve."
12,60,EOE Minorities/Women/Disabled/Veterans,Read source documents and enter data in specific data fields accurately.
0,61,Entry,
1,61,What can you expect?,"As a member of the Data Science team within Marsh Advisory, you will develop and maintain quantitative models and statistical analyses for property and casualty risk evaluation. Marsh Advisory helps companies to change their risk profiles so they can improve resiliency, reduce claims, and minimize the total cost of risk. Businesses today regularly tackle multiple challenges, whether facing property and casualty, cyber, reputational, or other risks, Marsh Advisory can help."
2,61,You can look forward to:,A company with a strong Brand and strong results to match.
3,61,We’ll count on you to:,"Assist in the development of new, market-leading analytics-based tools to assess risk and adapting existing models to new digital analytic tools and content delivery in an Agile environment"
4,61,You’ll need to have:,"Bachelor’s Degree in Math, Statistics, Data Science, Actuarial Science or related field"
5,61,We’d love to see:,
6,61,Master’s degree,Interested in pursuing designation from the Casualty Actuarial Society with at least 2 actuarial exams passed
0,62,Entry,
1,62,58613BR,
2,62,Sales,
3,62,Ad Sales,
4,62,Responsibilities,
5,62,Job Purpose:,"Reporting to the Vice President, Market Analytics & Strategy; the Data Analyst will help support the Client Strategy team and portfolio in two ways by: 1) applying analytical skills in analyzing client spend across the portfolio to identify opportunities and threats in scatter, broadcast, and upfront spend; and 2) creating, tracking, and managing materials, proposals and presentations for our leading clients across the NBCUniversal portfolio. The incumbent will help the team deliver unique and compelling insights and analytics to support the broader sales organization. Aiding strategic development of client pitches, some of the roles’ responsibilities are but not limited to:"
6,62,Responsibilities:,Assist in the creation and ongoing enhancement of forecast model
7,62,Qualifications/Requirements,
8,62,Qualifications:,"BA/BS or equivalent experience in Social Science, Economics, Statistics or similar quantitative field with qualitative background2+ of experience (including internships) at an agency, media company, sales organization or similar organization."
9,62,Eligibility Requirements:,"Interested candidates must submit a resume/CV through nbcunicareers.com to be consideredMust be willing to work in New York, NYWillingness to travel and work overtimeMust have unrestricted work authorization to work in the United States"
10,62,Desired Characteristics,
11,62,Desired Characteristics:,Strong organizational skills – ability to manage multiple projects simultaneouslyTeam player with strong communication and interpersonal skillsPassion for story telling through dataExcellent writing skills including presentation developmentOutstanding reading comprehension skillsUnderstanding of the creative development process
12,62,Sub-Business,
13,62,Ad Sales Portfolio Sales,
14,62,Career Level,
15,62,Entry-Level,
16,62,City,
17,62,New York,
18,62,State/Province,
19,62,New York,
20,62,Country,
21,62,United States,
22,62,About Us,"At NBCUniversal, we believe in the talent of our people. It’s our passion and commitment to excellence that drives NBCU’s vast portfolio of brands to succeed. From broadcast and cable networks, news and sports platforms, to film, world-renowned theme parks and a diverse suite of digital properties, we take pride in all that we do and all that we represent. It’s what makes us uniquely NBCU. Here you can create the extraordinary. Join us."
23,62,Notices,"NBCUniversal’s policy is to provide equal employment opportunities to all applicants and employees without regard to race, color, religion, creed, gender, gender identity or expression, age, national origin or ancestry, citizenship, disability, sexual orientation, marital status, pregnancy, veteran status, membership in the uniformed services, genetic information, or any other basis protected by applicable law. NBCUniversal will consider for employment qualified applicants with criminal histories in a manner consistent with relevant legal requirements, including the City of Los Angeles Fair Chance Initiative For Hiring Ordinance, where applicable."
0,63,Entry,"DEPT OF HEALTH/MENTAL HYGIENE Job Posting Notice Job ID 458097 Business Title Data Analyst Civil Service Title CITY RESEARCH SCIENTIST Title Classification Non-Competitive Job Category Health, Policy, Research & Analysis Career Level Experienced (non-manager) Work Location 42-09 28th Street Division/Work Unit # of Positions 1 Title Code No 21744 Level 02 Proposed Salary Range $ 75,504.00 - $ 93,776.00 (Annual) Job Description The mission of BHIV is to end HIV transmission, promote the health of all New Yorkers with or vulnerable to HIV, reduce HIV-related inequities and combat stigma. The Bureau of HIV (BHIV) oversees and coordinates the NYC Health Department's response to the HIV epidemic. Units within the Bureau include: HIV Prevention (HIV testing, promotion of biomedical prevention) Care and Treatment (Ryan White, care coordination, research and evaluation) Epidemiology (surveillance, partner services) Clinical Operations and Technical Assistance Social Marketing and Community Engagement (social marketing and digital media, community engagement, condom distribution) Policy & External Affairs (intergovernmental affairs, policy planning) The work of the Bureau includes: policy development direct administration of programs oversight of contracted programs community participatory planning provider outreach and education research surveillance The goal of preventing new infections and supporting New York City residents living with HIV/AIDS. DUTIES WILL INCLUDE BUT NOT BE LIMITED TO: Support the creation of evaluation tools and the development of effective data collection systems and processes for monitoring and reporting purposes. Participate in ongoing reviews of the utility and function of the data management systems and protocols used in program surveillance, documenting and trouble-shooting problems and developing plans for enhancements or changes. Perform data cleaning, including monitoring data quality and completeness, data analyses, and data presentation using analytic software packages (e.g., SAS) and visualization programs (e.g., Tableau). Assist with analyses of merged data from the HIV Registry, other registries and large administrative datasets in order to assess the healthcare utilization and outcomes of PLWH. Generate evaluation summary reports containing data visualizations, including graphs and tables, for dissemination and presentation to programmatic staff. Create reports, articles, and other documents for dissemination to peer reviewed journals, national conferences, and other entities to further public health knowledge. Assist in grant writing and the development of research funding proposals. Develop evaluation, monitoring plans, study design and methodology. Contribute to preparation of required funder conference calls, trainings, principal investigator meetings, and meetings with community-based partners, and participate, as needed. Ensure that confidentiality and data security safeguards are integrated into data management and analysis protocols, activities, and outputs. Represent the BHIV, as requested, at both relevant internal and external meetings. Other duties as assigned to facilitate program, bureau and agency objectives. Minimum Qual Requirements 1. For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with a specialization in an appropriate field of physical, biological or environmental science or in public health. To be appointed to Assignment Level II and above, candidates must have: 1. A doctorate degree from an accredited college or university with specialization in an appropriate field of physical, biological, environmental or social science and one year of full-time experience in a responsible supervisory, administrative or research capacity in the appropriate field of specialization; or 2. A master's degree from an accredited college or university with specialization in an appropriate field of physical, biological, environmental or social science and three years of responsible full-time research experience in the appropriate field of specialization; or 3. Education and/or experience which is equivalent to ""1"" or ""2"" above. However, all candidates must have at least a master's degree in an appropriate field of specialization and at least two years of experience described in ""2"" above. Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above. NOTE: Probationary Period Appointments to this position are subject to a minimum probationary period of one year. Preferred Skills Experience with large administrative datasets, intermediate to advanced statistical skill in SAS and/or R. Experience with Excel and other MS Office software. Experience in public health evaluation. keen attention to detail. Experience with implementation of novel technology and analysis techniques to address the leading edge of the HIV epidemic in NYC. All Planning Monitoring and Evaluation Unit staff members are expected to maintain multiple projects and function effectively both independently and as part of a team. Additional Information **IMPORTANT NOTES TO ALL CANDIDATES: Please note: If you are called for an interview you will be required to bring to your interview copies of original documentation, such as: A document that establishes identity for employment eligibility, such as: A Valid U.S. Passport, Permanent Resident Card/Green Card, or Driver’s license. Proof of Education according to the education requirements of the civil service title. Current Resume Proof of Address/NYC Residency dated within the last 60 days, such as: Recent Utility Bill (i.e. Telephone, Cable, Mobile Phone) Additional documentation may be required to evaluate your qualification as outlined in this posting’s “Minimum Qualification Requirements” section. Examples of additional documentation may be, but not limited to: college transcript, experience verification or professional trade licenses. If after your interview you are the selected candidate you will be contacted to schedule an on-boarding appointment. By the time of this appointment you will be asked to produce the originals of the above documents along with your original Social Security card. **LOAN FORGIVENESS The federal government provides student loan forgiveness through its Public Service Loan Forgiveness Program (PSLF) to all qualifying public service employees. Working with the DOHMH qualifies you as a public service employee and you may be able to take advantage of this program while working full-time and meeting the program’s other requirements. Please visit the Public Service Loan Forgiveness Program site to view the eligibility requirements: https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service ""FINAL APPOINTMENTS ARE SUBJECT TO OFFICE OF MANAGEMENT & BUDGET APPROVAL” To Apply 8097Apply online with a cover letter to https://a127-jobs.nyc.gov/. In the Job ID search bar, enter: job ID number # 458097. We appreciate the interest and thank all applicants who apply, but only those candidates under consideration will be contacted. The NYC Health Department is committed to recruiting and retaining a diverse and culturally responsive workforce. We strongly encourage people of color, people with disabilities, veterans, women, and lesbian, gay, bisexual, and transgender and gender non-conforming persons to apply. All applicants will be considered without regard to actual or perceived race, color, national origin, religion, sexual orientation, marital or parental status, disability, sex, gender identity or expression, age, prior record of arrest; or any other basis prohibited by law. NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your resume that you would like to be considered for the position under the 55-a Program. Residency Requirement New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview. POSTING DATE 02/12/2021 POST UNTIL 06/08/2021 The City of New York is an Equal Opportunity Employer"
0,64,Entry,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 375 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. Job Description Summary: At PayPal, we’re literally reinventing how the world pays and gets paid. We understand that it’s about people. We connect individuals to let them shop, get paid, donate and send money using today’s technology with the confidence that comes from the security and control PayPal enables. Are you ready to help us change the world? The world’s leading payments company, PayPal, brings together a family of brands that are revolutionizing the way people move money. At PayPal you will be immersed in an amazing community with a vibrant culture that thrives on innovation, collaboration, inclusion and wellness. We are seeking world-class problem solvers who have a passion for data and a relentless focus on execution and delivery. You will be most successful with a healthy combination of both, technical skills and business acumen. As a Data Analyst you will generate insights by conducting extensive analyses of PayPal’s rich data. In the process, you will develop a deep understanding of the payments business, our site functionality, further strengthen your analytic, leadership and presentation skills and gain exposure to a wide variety of functional teams within PayPal. Job Description: Key Responsibilities Understand how to make data visually appealing and simple to both navigate and comprehend for end-users Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systems Identify key metrics and build exec-facing dashboards to track progress of the business and its highest priority initiatives Identify key business levers, establish cause & effect, perform analyses, and communicate key findings to various stakeholders to facilitate data driven decision-making Work closely across the matrix with teams like Finance, Marketing, Product, Engineering and senior executives Lead and participate in special projects/initiatives: innovate and implement large-scale quality improvements to processes and/or systems by conducting data analysis and making recommendations, troubleshooting technical issues, and refining processes around customer support Basic Requirements: Must be earning a Bachelor’s or Master’s degree in Computer Science, Math, Statistics or related field Experience with one or multiple of the following will be highly desirable; Python, Java, Tableau, Jupyter Notebooks, Teradata, Hadoop/Hive, Oracle, JavaScript, SQL, Airflow, Linux, Perl, PHP Excellent understanding of computer science fundamentals, data structures, and algorithms Demonstrated experience, familiarity and ease with handling large data sets and crunching numbers Information Retrieval (search/recommendation/classification) experience or Human Judgment/User Interface experience Strong written and verbal communication skills with the ability to translate complex problems into simpler terms, and effectively influence both peers and senior leadership Position Location: Varies We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom. PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
0,65,Entry,"We're excited that you are interested in a career with us. For all current employees , please use the internal portal to find jobs and apply. External candidates are required to have an account before applying. When you click Apply, returning candidates can log in or new candidates can quickly create an account to save/view applications."
0,66,Entry,"Work From Home Customer Service Field Technician Support Pay - $13.50 Company Overview: At ADT, we’ve been in the business of helping save lives for more than 145 years. As the number one smart home security provider serving residential and business customers, our people are our most important asset. Headquartered in Boca Raton, FL and at more than 200 locations across North America, our employees help empower our customers to live more secure and confident lives. Join our team and help us protect what matters most. For more information, visit www.adt.com or follow us on Twitter, LinkedIn, Facebook and Instagram. Position Summary: The Operations Support Scheduling Dispatcher (ADT uses the job title of ‘Productivity Specialist’) is responsible for the coordination of field technicians’ daily schedule. Performing of various identified administrative functions are centralized to the Productivity Specialist in order to promote local ADT branch field time, business efficiency and support of business processes and best practices. Field technicians are dispatched to customer’s homes to install new ADT alarm systems or to perform repair work on existing ADT customer sites. The Productivity Specialist is assigned a particular geographic area within the United States and provides support to a particular identified set of local ADT branches, including but not limited to field technicians and local ADT managers. Prioritization of jobs in each of the technician’s area through both knowledge of the area supported and independent decision making techniques are basic requirements of this role. In order to be successful in this role, the following qualities have been identified as critical assets: adaptability, problem solving and decision making skills, multi-tasking as well as the ability to build relationships quickly with internal customers supported remotely. The Productivity Specialist will work in a team atmosphere that is fast paced and agile to a changing environment. Major Responsibilities: Balancing technician schedule efficiency and productivity given customer expected arrival times Ensuring customer appointment times are me Reprioritization of jobs as required to meet customer commitments Providing timely customer notification on appointment changes or delays Strategic planning of schedule concerning technician skill set, training and time off Problem solving of scheduling exceptions brought forth such as sooner requests, pending requests and escalated customer inquiries Providing of daily communication between technicians, customers, management and other ADT support centers through various communication channels Dispatch of technicians to emergency customer requests after hours and facilitation of technician timely response Various administrative duties such as on time arrival tracking, in order to best support local branches and promote an increase level of customer satisfaction. Experience: RSS and/or PS experience preferred. Skills: Strong communication and customer service skills. Strong analytical/problem solving skills. Ability to “multi-task” at an efficient Speed. Basic Data entry/typing skills. Computer/MS Windows knowledge strongly desired. ADT LLC is an Equal Employment Opportunity (EEO) employer. We are committed to having a diverse and inclusive workforce and do our best to foster a culture and environment where every employee feels valued. Our goal is to serve our customers and help save lives. We can achieve this goal when we have the best talent working in an environment where employees feel included and recognized. Visit us online at jobs.adt.com to learn more."
0,67,Entry,"Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments. Perform large-scale data analysis to extract useful business insights Identify actionable insights, suggest recommendations and influence the direction of the business by communicating results to cross-functional groups Work closely with a Product Manager and Engineering team to proactively create rule and manage decisions Classify leads so that the teams work on the most valuable cases Suggest improvements in the tools and techniques to help scale the team Currently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science, Applied Mathematics, Statistics, Economics, or related technical field Experience in solving analytical problems using quantitative approaches (or equivalent) Experience with SQL or other programming languages (Python, Java, and/or C++) Development experience in at least one scripting language (PHP, Perl, Python, etc.) Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment Intent to return to degree-program after the completion of the internship Curious, self-driven, analytical and excited to play with data Ability to thrive in a fast paced work environment Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started. Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
0,68,Entry,"Build your career while building NYC schools! The goal of NYCSCA’s Human Resources Division is to attract, retain, and develop high-quality talent by offering comprehensive training programs for technical and administrative professionals. We provide staff with access to daily informal learning opportunities where employee interaction and sharing of knowledge reinforces our workplace as an active learning environment. Continued resources for professional development is a core part of employment at SCA. Job Description Summary The Confidential Human Resources Specialist - A reports to a designated Manager or Director and to the Senior Director of Human Resources and is responsible for providing a wide-range of support within the Human Resources division. The Confidential Human Resources Specialist - A has access to confidential information used in the conduct of collective bargaining, grievance arbitration, benefits, and other Human Resources matters. Job Description Responsibilities include: Responsible for assisting in the maintenance of Human Resources Information System (Workday). Prepares reports for presentation and conducts in-depth analysis of data. Performs basic research on human resources and labor relations issues. Participates in the analysis of compensation and benefit proposals for collective bargaining. Analyzes and compares data from various systems (i.e. HRIS vs Payroll) to ensure accuracy and conformity. Assists in the preparation of reports that are used in personnel administration and labor relations proceedings. Provides assistance in all aspects of human resource management including staffing, training, civil service, benefits, and labor relations. Assist in coordination of recruiting, on-boarding, orientation and payment submittal for contingent/temporary service employees. Provides general administrative support such as filing, faxing, scheduling meetings, answering phones, ordering office supplies, and mail distribution. Assists with HR projects and tasks as needed. Performs related tasks. Civil Service Classification: Non-Competitive Salary Range: $53,275.00 - $90,567.00 POSTING PERIOD: 02/16/21 – 03/01/21 Education High school diploma or its educational equivalent Certifications (if required) Work Experience Four years of full time experience in clerical administrative areas assisting in human resources, or comparable administrative duties; computer literacy or satisfactory combination of education and experience. It is the policy of the New York City School Construction Authority (NYCSCA) to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizen status, physical or mental disability, race religion, creed, gender, sex, sexual orientation, gender identify and/or expression, genetic information, martial status, status with regard to public assistance, veteran status or any other characteristic protected by federal, state or local law. In addition, the NYCSCA will provide reasonable accommodations for qualified individuals with disabilities. The New York City School Construction Authority participates in the federal E-Verify program to confirm the identity and employment authorization of all newly hired employees. For further information about the E-Verify program, please click here: http://www.uscis.gov/e-verify/employees"
0,69,Entry,"THE OPPORTUNITY Scholastic is seeking a Data Engineer Associate to provide data-driven insights and execute recommendations as part of the Data Engineering team. The ideal candidate is highly analytical, passionate about hypothesis-driven problem-solving, and excellent at developing data solutions. The role serves a range of functions across Scholastic’s businesses, covering financial analysis, customer analytics, data engineering, web analytics, and analysis of offline activities. YOUR RESPONSIBILITIES Manage enterprise data across Scholastic's business units Interface with other developers, product owners and business analysts to understand data needs Develop and maintain Scholastic's data infrastructure to drive efficient and reliable processes Identify opportunities to improve Scholastic operations and its supply chain Utilize data to analyze the effectiveness of Scholastic’s marketing efforts across channels Generate insights and recommendations that are aligned with business realities and Scholastic’s mission and vision Develop dashboards and improve reporting measures WHO WE ARE About Scholastic Scholastic Corporation (NASDAQ: SCHL) is the world's largest publisher and distributor of children's books, a leading provider of print and digital instructional materials for pre-K to grade 12, and a producer of educational and entertaining children's media. The Company creates quality books and ebooks, print and technology-based learning programs, classroom magazines and other products that, in combination, offer schools customized solutions to support children's learning both at school and at home. The Company also makes quality, affordable books available to all children through school-based book clubs and book fairs. With a 100-year history of service to schools and families, Scholastic continues to carry out its commitment to ""Open a World of Possible"" for all children. Learn more at Scholastic.com/AboutScholastic. About the Associate Program Scholastic’s Technology Associate Program is designed to identify, train, and promote the next generation of leaders. Each new-hire class receives comprehensive training and is quickly given responsibility to deliver on business goals using industry-leading tools, partners, and technology – all while working in an agile, iterative model that emphasizes collaboration, transparency, and goal-oriented development. HOW YOU CAN FIT Graduation date in 2020 or 2021 Undergraduate/Graduate degree in business, computer science, math, engineering or other quantitative disciplines Strong SQL skills for purposes of data extraction, transformation, cleaning and analysis Ability to collaborate with data and software engineers as well as non-technical business owners Exceptional problem-solving ability, logical reasoning, creative thinking and quantitative aptitude Strong Excel, SAS, R or Python skills in analysis, statistics and charting Preferred Skills and Knowledge Familiarity with BI and data visualization tools like Power BI, Tableau, and Looker Familiarity with web analytics tools such as Google Analytics and Adobe Analytics (a.k.a. Omniture) Experience in Python, Scala or Java is a plus Experience using big data technologies like Hadoop, Hive and Spark is a plus"
